#Frequency (Hz), B_1re (), B_1im (), B_1dB (dB), B_1Ph (rad), Power (dBm)
8.4575000000e+09, 8.6260080000e-05, 8.0454690000e-05, -7.8565555375e+01, 1.3316960553e+01, -2.0000000000e+01
8.4576000000e+09, 1.1617840000e-04, 7.1576530000e-06, -7.8681038921e+01, 1.2627901996e+01, -2.0000000000e+01
8.4577000000e+09, 9.6226590000e-05, -6.4614440000e-05, -7.8717758260e+01, 1.1975041602e+01, -2.0000000000e+01
8.4578000000e+09, 6.1047440000e-05, -9.5619180000e-05, -7.8904276111e+01, 1.1563782455e+01, -2.0000000000e+01
8.4579000000e+09, -1.1207690000e-04, -1.9384080000e-05, -7.8881672923e+01, 9.5960371462e+00, -2.0000000000e+01
8.4580000000e+09, 9.9893320000e-05, 5.1700570000e-05, -7.8978537126e+01, 6.7607803155e+00, -2.0000000000e+01
8.4581000000e+09, -2.6792570000e-05, -1.0864560000e-04, -7.9023364208e+01, 4.4706079657e+00, -2.0000000000e+01
8.4582000000e+09, 1.1076860000e-04, 6.1601560000e-06, -7.9098255588e+01, 6.3387409166e+00, -2.0000000000e+01
8.4583000000e+09, 9.9302080000e-05, -4.6147120000e-05, -7.9211641635e+01, 5.8481623733e+00, -2.0000000000e+01
8.4584000000e+09, 3.3050790000e-05, -1.0419300000e-04, -7.9226853047e+01, 5.0195566695e+00, -2.0000000000e+01
8.4585000000e+09, 1.0721920000e-04, 2.7689060000e-05, -7.9114159897e+01, 6.5359108685e+00, -2.0000000000e+01
8.4586000000e+09, -6.5168960000e-05, 8.6646560000e-05, -7.9297914169e+01, 8.4988407374e+00, -2.0000000000e+01
8.4587000000e+09, -1.7747730000e-05, -1.0681760000e-04, -7.9308878305e+01, 1.0830928485e+01, -2.0000000000e+01
8.4588000000e+09, 6.0916190000e-05, -8.9615270000e-05, -7.9302698034e+01, 1.1592581578e+01, -2.0000000000e+01
8.4589000000e+09, 1.1109020000e-05, -1.0537520000e-04, -7.9497230054e+01, 1.1100609786e+01, -2.0000000000e+01
8.4590000000e+09, 8.3022220000e-05, 7.0914770000e-05, -7.9236656864e+01, 1.3273278376e+01, -2.0000000000e+01
8.4591000000e+09, 9.7288710000e-05, -4.7602070000e-05, -7.9306631082e+01, 1.2111330334e+01, -2.0000000000e+01
8.4592000000e+09, -8.8492190000e-05, -5.9311470000e-05, -7.9450531892e+01, 1.0015253955e+01, -2.0000000000e+01
8.4593000000e+09, -8.1061760000e-05, -6.8376120000e-05, -7.9489902306e+01, 1.0125490103e+01, -2.0000000000e+01
8.4594000000e+09, -1.0267040000e-04, -2.4831190000e-05, -7.9524214651e+01, 9.6620747044e+00, -2.0000000000e+01
8.4595000000e+09, -3.1968450000e-05, -1.0253690000e-04, -7.9379523703e+01, 1.0693349983e+01, -2.0000000000e+01
8.4596000000e+09, 4.4348960000e-06, -1.0749600000e-04, -7.9364768122e+01, 1.1036807286e+01, -2.0000000000e+01
8.4597000000e+09, -9.5116410000e-05, -4.9720780000e-05, -7.9385743856e+01, 9.9064485612e+00, -2.0000000000e+01
8.4598000000e+09, 7.5338720000e-05, -7.6693370000e-05, -7.9371249853e+01, 1.1772062397e+01, -2.0000000000e+01
8.4599000000e+09, 6.7191180000e-06, -1.0563380000e-04, -7.9506406123e+01, 1.1059096363e+01, -2.0000000000e+01
8.4600000000e+09, -7.0335610000e-05, -8.0125300000e-05, -7.9443479607e+01, 1.0275149215e+01, -2.0000000000e+01

8.4400000000e+09, -8.0905910000e-05, -6.1517050000e-05, -7.9858948978e+01, -2.4914984955e+00, -2.0000000000e+01
8.4401000000e+09, 1.0097300000e-04, -1.2078100000e-05, -7.9854195198e+01, -1.1905146944e-01, -2.0000000000e+01
8.4402000000e+09, -2.6616400000e-08, -1.0377840000e-04, -7.9677860301e+01, -1.5710528002e+00, -2.0000000000e+01
8.4403000000e+09, -1.0052780000e-04, -1.2571940000e-05, -7.9886879159e+01, -3.0171792355e+00, -2.0000000000e+01
8.4404000000e+09, -7.9226110000e-05, 6.5816500000e-05, -7.9743424094e+01, -3.8347999886e+00, -2.0000000000e+01
8.4405000000e+09, 7.6250450000e-05, 7.2303900000e-05, -7.9569528440e+01, -5.5243472677e+00, -2.0000000000e+01
8.4406000000e+09, -1.0356470000e-04, 9.8849840000e-06, -7.9656378963e+01, -3.2367518046e+00, -2.0000000000e+01
8.4407000000e+09, 1.0222300000e-04, 7.6378090000e-06, -7.9784849841e+01, -6.2086067549e+00, -2.0000000000e+01
8.4408000000e+09, 1.0543180000e-05, 1.0066490000e-04, -7.9895058106e+01, -4.8167439303e+00, -2.0000000000e+01
8.4409000000e+09, -8.0003000000e-05, 6.7939380000e-05, -7.9579666362e+01, -3.8456281384e+00, -2.0000000000e+01
8.4410000000e+09, -6.8292230000e-05, -7.9112960000e-05, -7.9616704271e+01, -2.2829178580e+00, -2.0000000000e+01
8.4411000000e+09, -9.6137240000e-05, 4.1598100000e-05, -7.9596836908e+01, -3.5499629124e+00, -2.0000000000e+01
8.4412000000e+09, -2.7638370000e-05, 1.0253580000e-04, -7.9477883281e+01, -4.4490980257e+00, -2.0000000000e+01
8.4413000000e+09, -2.9120450000e-05, -1.0344680000e-04, -7.9374465546e+01, -1.8451970117e+00, -2.0000000000e+01
8.4414000000e+09, -1.0533460000e-04, -8.6573670000e-06, -7.9519340758e+01, -3.0595877669e+00, -2.0000000000e+01
8.4415000000e+09, 1.0586400000e-04, -1.0904820000e-05, -7.9459195471e+01, -1.0264579803e-01, -2.0000000000e+01
8.4416000000e+09, -6.8529100000e-05, 8.3828880000e-05, -7.9309420206e+01, 2.2561100677e+00, -2.0000000000e+01
8.4417000000e+09, -9.9032280000e-05, 3.9757730000e-05, -7.9435498881e+01, 2.7598262821e+00, -2.0000000000e+01
8.4418000000e+09, -5.6705730000e-05, 9.3338990000e-05, -7.9234430425e+01, 2.1167302389e+00, -2.0000000000e+01
8.4419000000e+09, -9.5669910000e-05, -4.9705320000e-05, -7.9346686653e+01, 3.6207578115e+00, -2.0000000000e+01
8.4420000000e+09, 6.8959990000e-05, -8.4735580000e-05, -7.9231557901e+01, 5.3955035374e+00, -2.0000000000e+01
8.4421000000e+09, -4.0646610000e-05, 1.0331370000e-04, -7.9091825047e+01, 8.2288105887e+00, -2.0000000000e+01
8.4422000000e+09, -1.0629680000e-04, 1.9527180000e-05, -7.9325452422e+01, 9.2430992995e+00, -2.0000000000e+01
8.4423000000e+09, -7.1974840000e-05, 8.2964880000e-05, -7.9185249108e+01, 8.5685673269e+00, -2.0000000000e+01
8.4424000000e+09, 2.1201430000e-05, 1.0951090000e-04, -7.9051049912e+01, 7.6627463715e+00, -2.0000000000e+01
8.4425000000e+09, 5.2719890000e-05, 9.8308630000e-05, -7.9050409212e+01, 7.3617413882e+00, -2.0000000000e+01
8.4426000000e+09, -9.2674990000e-05, 6.1292300000e-05, -7.9084948407e+01, 8.8404524370e+00, -2.0000000000e+01
8.4427000000e+09, 6.2862320000e-05, 9.4227570000e-05, -7.8917562083e+01, 7.2656562645e+00, -2.0000000000e+01
8.4428000000e+09, -3.3146940000e-05, 1.0812620000e-04, -7.8931296335e+01, 8.1514439318e+00, -2.0000000000e+01
8.4429000000e+09, -1.1274320000e-04, 5.0275100000e-06, -7.8949565492e+01, 9.3802149044e+00, -2.0000000000e+01
8.4430000000e+09, -1.1096780000e-04, -2.1390050000e-05, -7.8937619391e+01, 9.6152014929e+00, -2.0000000000e+01
8.4431000000e+09, 3.0410870000e-06, 1.1496610000e-04, -7.8785566280e+01, 7.8275357686e+00, -2.0000000000e+01
8.4432000000e+09, -2.2014990000e-05, 1.1043130000e-04, -7.8968899323e+01, 8.0507565605e+00, -2.0000000000e+01
8.4433000000e+09, -1.0475870000e-04, -4.7438660000e-05, -7.8786105033e+01, 9.8499889851e+00, -2.0000000000e+01
8.4434000000e+09, 2.0373740000e-06, 1.1653180000e-04, -7.8669783599e+01, 7.8364999985e+00, -2.0000000000e+01
8.4435000000e+09, 8.7608880000e-05, 7.2078180000e-05, -7.8904018854e+01, 6.9716312940e+00, -2.0000000000e+01
8.4436000000e+09, 8.3267780000e-05, 7.6922580000e-05, -7.8910763748e+01, 7.0289937935e+00, -2.0000000000e+01
8.4437000000e+09, -6.7905280000e-05, 9.4101340000e-05, -7.8707552866e+01, 8.4790698789e+00, -2.0000000000e+01
8.4438000000e+09, -1.1363230000e-04, -2.8071150000e-05, -7.8632702695e+01, 9.6669640513e+00, -2.0000000000e+01
8.4439000000e+09, 1.1614050000e-04, -1.9632560000e-05, -7.8577966460e+01, 1.2398912218e+01, -2.0000000000e+01
8.4440000000e+09, 4.3302640000e-05, 1.0856480000e-04, -7.8645036980e+01, 1.3757639864e+01, -2.0000000000e+01
8.4441000000e+09, 8.0565790000e-05, 9.0071900000e-05, -7.8355343111e+01, 1.3407420575e+01, -2.0000000000e+01
8.4442000000e+09, -1.1904140000e-04, -4.5895820000e-06, -7.8479588708e+01, 1.5746498685e+01, -2.0000000000e+01
8.4443000000e+09, 1.1946060000e-04, 1.6734540000e-05, -7.8371107474e+01, 1.2705549115e+01, -2.0000000000e+01
8.4444000000e+09, 1.1999340000e-04, 1.5130800000e-05, -7.8348341344e+01, 1.2691805522e+01, -2.0000000000e+01
8.4445000000e+09, -9.4797580000e-05, 7.6537440000e-05, -7.8284326444e+01, 1.5028739967e+01, -2.0000000000e+01
8.4446000000e+09, 1.2028710000e-04, -2.2288230000e-06, -7.8394128096e+01, 1.2547843541e+01, -2.0000000000e+01
8.4447000000e+09, 6.6270250000e-05, 1.0265210000e-04, -7.8259634735e+01, 1.3563904467e+01, -2.0000000000e+01
8.4448000000e+09, -2.1456400000e-05, 1.1994880000e-04, -7.8283293583e+01, 1.4314174483e+01, -2.0000000000e+01
8.4449000000e+09, 9.5668060000e-05, 7.7075910000e-05, -7.8212223100e+01, 1.3244553138e+01, -2.0000000000e+01
8.4450000000e+09, 4.2534650000e-05, 1.1477080000e-04, -7.8244437452e+01, 1.3782254843e+01, -2.0000000000e+01
8.4451000000e+09, 1.2115960000e-04, 3.0807550000e-05, -7.8060756500e+01, 1.2815366360e+01, -2.0000000000e+01
8.4452000000e+09, -1.2173700000e-04, 2.3534470000e-05, -7.8132196644e+01, 1.5516996795e+01, -2.0000000000e+01
8.4453000000e+09, 8.1406830000e-05, 9.4320010000e-05, -7.8090149350e+01, 1.3425121326e+01, -2.0000000000e+01
8.4454000000e+09, 1.2309530000e-04, 3.8674210000e-05, -7.7786340876e+01, 1.2870786235e+01, -2.0000000000e+01
8.4455000000e+09, -1.2811620000e-04, 7.1812200000e-06, -7.7834295443e+01, 1.5651969464e+01, -2.0000000000e+01
8.4456000000e+09, 1.1951820000e-04, -5.2276450000e-05, -7.7691060946e+01, 1.8437235111e+01, -2.0000000000e+01
8.4457000000e+09, 8.1900100000e-05, 1.0283040000e-04, -7.7624130973e+01, 1.9747774766e+01, -2.0000000000e+01
8.4458000000e+09, 1.3016270000e-04, -1.4618060000e-05, -7.7655835536e+01, 1.8737718479e+01, -2.0000000000e+01
8.4459000000e+09, 6.9319160000e-05, -1.1571690000e-04, -7.7400348866e+01, 1.7818473602e+01, -2.0000000000e+01
8.4460000000e+09, 1.2812890000e-04, 2.9848050000e-05, -7.7617550931e+01, 1.9078427413e+01, -2.0000000000e+01
8.4461000000e+09, -7.3432180000e-05, -1.1480120000e-04, -7.7311506653e+01, 1.6709697260e+01, -2.0000000000e+01
8.4462000000e+09, 1.3535790000e-04, 2.3200170000e-05, -7.7244581048e+01, 1.9019305190e+01, -2.0000000000e+01
8.4463000000e+09, -1.3774050000e-04, -1.4780170000e-05, -7.7169046855e+01, 2.2098044014e+01, -2.0000000000e+01
8.4464000000e+09, 1.0556230000e-04, -9.1934450000e-05, -7.7078471462e+01, 2.4416236768e+01, -2.0000000000e+01
8.4465000000e+09, 1.2863770000e-04, -6.0626190000e-05, -7.6941502783e+01, 2.4692320908e+01, -2.0000000000e+01
8.4466000000e+09, 9.2201380000e-05, -1.0989990000e-04, -7.6865739919e+01, 2.4259993376e+01, -2.0000000000e+01
8.4467000000e+09, 1.3672810000e-04, -5.0470850000e-05, -7.6728070483e+01, 2.4779124149e+01, -2.0000000000e+01
8.4468000000e+09, 8.2738860000e-05, -1.2308500000e-04, -7.6576634724e+01, 2.4153774782e+01, -2.0000000000e+01
8.4469000000e+09, 1.0577860000e-04, -1.0461100000e-04, -7.6549680841e+01, 2.4352892712e+01, -2.0000000000e+01
8.4470000000e+09, 1.4021540000e-04, -5.7915570000e-05, -7.6379971039e+01, 2.4741038161e+01, -2.0000000000e+01
8.4471000000e+09, 7.2111790000e-05, -1.3593060000e-04, -7.6256689554e+01, 2.4049697234e+01, -2.0000000000e+01
8.4472000000e+09, 5.8214780000e-05, -1.4507100000e-04, -7.6119955543e+01, 2.3943558331e+01, -2.0000000000e+01
8.4473000000e+09, 1.2265180000e-04, -1.0036950000e-04, -7.6000235792e+01, 2.4446923682e+01, -2.0000000000e+01
8.4474000000e+09, -6.1795800000e-05, -1.4941600000e-04, -7.5826302583e+01, 2.3169784831e+01, -2.0000000000e+01
8.4475000000e+09, 1.0968880000e-04, -1.2354350000e-04, -7.5639228006e+01, 2.4288009783e+01, -2.0000000000e+01
8.4476000000e+09, 1.1306250000e-04, 1.2606520000e-04, -7.5424880382e+01, 2.5972461445e+01, -2.0000000000e+01
8.4477000000e+09, 5.7882470000e-05, -1.6243230000e-04, -7.5267374259e+01, 2.3904263968e+01, -2.0000000000e+01
8.4478000000e+09, -2.0561600000e-05, -1.7509360000e-04, -7.5075113303e+01, 2.3445048238e+01, -2.0000000000e+01
8.4479000000e+09, 1.2031430000e-04, 1.3006500000e-04, -7.5031749962e+01, 2.5957063437e+01, -2.0000000000e+01
8.4480000000e+09, -2.0042350000e-05, 1.8100420000e-04, -7.4793302622e+01, 2.6813816960e+01, -2.0000000000e+01
8.4481000000e+09, 1.0592410000e-04, -1.5117440000e-04, -7.4675817985e+01, 2.4173123642e+01, -2.0000000000e+01
8.4482000000e+09, -1.9854700000e-05, -1.9044890000e-04, -7.4357483980e+01, 2.3458068034e+01, -2.0000000000e+01
8.4483000000e+09, 2.1159450000e-05, 1.9177860000e-04, -7.4291448336e+01, 2.6593649322e+01, -2.0000000000e+01
8.4484000000e+09, -1.4988330000e-05, -1.9223810000e-04, -7.4296890128e+01, 2.3484134784e+01, -2.0000000000e+01
8.4485000000e+09, 1.4772070000e-04, -1.2707980000e-04, -7.4205516163e+01, 2.4422314593e+01, -2.0000000000e+01
8.4486000000e+09, -1.0223960000e-04, -1.6480050000e-04, -7.4246719490e+01, 2.3006671817e+01, -2.0000000000e+01
8.4487000000e+09, 6.9036930000e-05, -1.7769820000e-04, -7.4395822374e+01, 2.3932504111e+01, -2.0000000000e+01
8.4488000000e+09, -4.2261200000e-05, -1.8495680000e-04, -7.4437574976e+01, 2.3337308958e+01, -2.0000000000e+01
8.4489000000e+09, 4.6890480000e-05, -1.8655060000e-04, -7.4318001132e+01, 2.3808198724e+01, -2.0000000000e+01
8.4490000000e+09, 1.2215550000e-04, -1.5110700000e-04, -7.4230221708e+01, 2.4241789255e+01, -2.0000000000e+01
8.4491000000e+09, 6.9483390000e-05, -1.8354420000e-04, -7.4143541444e+01, 2.3923837287e+01, -2.0000000000e+01
8.4492000000e+09, -7.4032820000e-05, -1.8873470000e-04, -7.3861407917e+01, 2.3188129859e+01, -2.0000000000e+01
8.4493000000e+09, 2.0802710000e-04, 2.5478810000e-05, -7.3572937262e+01, 2.5254612574e+01, -2.0000000000e+01
8.4494000000e+09, -4.5916510000e-05, -2.1557930000e-04, -7.3135178122e+01, 2.3352089506e+01, -2.0000000000e+01
8.4495000000e+09, -1.5072830000e-04, -1.7376150000e-04, -7.2764451715e+01, 2.2847410697e+01, -2.0000000000e+01
8.4496000000e+09, -4.7057200000e-05, -2.3249170000e-04, -7.2497480099e+01, 2.3362239083e+01, -2.0000000000e+01
8.4497000000e+09, -1.9379670000e-04, -1.5368730000e-04, -7.2134121992e+01, 2.2661627271e+01, -2.0000000000e+01
8.4498000000e+09, -2.1900640000e-04, -1.3485520000e-04, -7.1794719359e+01, 2.2543075188e+01, -2.0000000000e+01
8.4499000000e+09, -2.4341240000e-04, -1.0026780000e-04, -7.1592465352e+01, 2.2381893184e+01, -2.0000000000e+01
8.4500000000e+09, -2.7340670000e-04, -1.6090910000e-05, -7.1248800182e+01, 2.2049934151e+01, -2.0000000000e+01
8.4501000000e+09, -2.5991220000e-04, -1.1844820000e-04, -7.0883932605e+01, 2.2418752287e+01, -2.0000000000e+01
8.4502000000e+09, -2.7605870000e-04, -9.3036050000e-05, -7.0712759265e+01, 2.2316209376e+01, -2.0000000000e+01
8.4503000000e+09, -2.8875950000e-04, -9.7969500000e-05, -7.0316101229e+01, 2.2318238991e+01, -2.0000000000e+01
8.4504000000e+09, -3.0022370000e-04, -9.1104000000e-05, -7.0068539449e+01, 2.2285770905e+01, -2.0000000000e+01
8.4505000000e+09, -3.2162550000e-04, 1.7641370000e-05, -6.9839943968e+01, 2.1936352827e+01, -2.0000000000e+01
8.4506000000e+09, -3.1228610000e-04, -1.1163240000e-04, -6.9586689062e+01, 2.2334461167e+01, -2.0000000000e+01
8.4507000000e+09, -3.3895540000e-04, -8.5908100000e-06, -6.9394359988e+01, 2.2016488107e+01, -2.0000000000e+01
8.4508000000e+09, -3.2012480000e-04, 1.3103820000e-04, -6.9220840396e+01, 2.1602621005e+01, -2.0000000000e+01
8.4509000000e+09, -3.3702100000e-04, 1.1127500000e-04, -6.8997491434e+01, 2.1672245640e+01, -2.0000000000e+01
8.4510000000e+09, -3.4364320000e-04, 1.1371830000e-04, -6.8826541160e+01, 2.1671571874e+01, -2.0000000000e+01
8.4511000000e+09, -3.2723670000e-04, 1.5917210000e-04, -6.8780476783e+01, 2.1538429738e+01, -2.0000000000e+01
8.4512000000e+09, -3.0570350000e-04, 1.9830500000e-04, -6.8768689615e+01, 2.1415698972e+01, -2.0000000000e+01
8.4513000000e+09, -2.3585650000e-04, 2.8177130000e-04, -6.8695911080e+01, 2.1117279614e+01, -2.0000000000e+01
8.4514000000e+09, -2.4963110000e-04, 2.7116340000e-04, -6.8669554608e+01, 2.1164428848e+01, -2.0000000000e+01
8.4515000000e+09, -3.1090570000e-04, 1.9060170000e-04, -6.8761765651e+01, 2.1441186459e+01, -2.0000000000e+01
8.4516000000e+09, -2.4732160000e-04, 2.6104060000e-04, -6.8883673218e+01, 2.1178770296e+01, -2.0000000000e+01
8.4517000000e+09, -2.4508370000e-04, 2.5509360000e-04, -6.9026081362e+01, 2.1185740379e+01, -2.0000000000e+01
8.4518000000e+09, -1.9922580000e-04, 2.8361170000e-04, -6.9203611193e+01, 2.1032727136e+01, -2.0000000000e+01
8.4519000000e+09, -1.8614000000e-04, 2.8214980000e-04, -6.9421186685e+01, 2.1003530521e+01, -2.0000000000e+01
8.4520000000e+09, -8.5700760000e-06, 3.3306930000e-04, -6.9546433557e+01, 2.0446077181e+01, -2.0000000000e+01
8.4521000000e+09, -8.3524810000e-05, 3.1138730000e-04, -6.9832237870e+01, 2.0682417793e+01, -2.0000000000e+01
8.4522000000e+09, -3.1785250000e-05, 3.0657350000e-04, -7.0222873070e+01, 2.0523662185e+01, -2.0000000000e+01
8.4523000000e+09, 5.6449990000e-05, 2.9513000000e-04, -7.0443684362e+01, 2.0231363285e+01, -2.0000000000e+01
8.4524000000e+09, 1.7742250000e-05, 2.9202390000e-04, -7.0675630423e+01, 2.0359670683e+01, -2.0000000000e+01
8.4525000000e+09, 1.0309030000e-04, 2.6337100000e-04, -7.0969540223e+01, 2.0047258891e+01, -2.0000000000e+01
8.4526000000e+09, 2.0022610000e-04, 1.8659590000e-04, -7.1254687775e+01, 1.9599732295e+01, -2.0000000000e+01
8.4527000000e+09, 5.1469340000e-06, 2.6601340000e-04, -7.1500304195e+01, 2.0401006261e+01, -2.0000000000e+01
8.4528000000e+09, 1.3515630000e-04, 2.2049870000e-04, -7.1746589179e+01, 1.9870459718e+01, -2.0000000000e+01
8.4529000000e+09, -2.0597140000e-04, 1.4287850000e-04, -7.2017743053e+01, 2.1384675977e+01, -2.0000000000e+01
8.4530000000e+09, 7.5638540000e-05, 2.2900360000e-04, -7.2353469472e+01, 2.0101339485e+01, -2.0000000000e+01
8.4531000000e+09, 1.6788830000e-04, 1.6118450000e-04, -7.2662658236e+01, 1.9614585118e+01, -2.0000000000e+01
8.4532000000e+09, 7.5099480000e-06, 2.2660560000e-04, -7.2889819870e+01, 2.0387223321e+01, -2.0000000000e+01
8.4533000000e+09, 1.0441690000e-04, 1.9409270000e-04, -7.3135883959e+01, 1.9926788616e+01, -2.0000000000e+01
8.4534000000e+09, 1.1894490000e-04, 1.8084980000e-04, -7.3292483271e+01, 1.9838583105e+01, -2.0000000000e+01
8.4535000000e+09, -1.0997850000e-04, 1.7430520000e-04, -7.3718403029e+01, 2.0983221380e+01, -2.0000000000e+01
8.4536000000e+09, 1.7116720000e-04, 1.1298530000e-04, -7.3760905838e+01, 1.9432989758e+01, -2.0000000000e+01
8.4537000000e+09, 1.8939760000e-04, 6.5869060000e-05, -7.3956639401e+01, 1.9184253354e+01, -2.0000000000e+01
8.4538000000e+09, 1.1000520000e-04, 1.5806000000e-04, -7.4308121672e+01, 1.9812335331e+01, -2.0000000000e+01
8.4539000000e+09, 1.8589020000e-04, 4.6872090000e-05, -7.4347171400e+01, 1.9096556461e+01, -2.0000000000e+01
8.4540000000e+09, 1.6416530000e-04, 9.1222460000e-05, -7.4525725869e+01, 1.9356745262e+01, -2.0000000000e+01
8.4541000000e+09, 1.1868010000e-04, 1.3579090000e-04, -7.4877942495e+01, 1.9702093688e+01, -2.0000000000e+01
8.4542000000e+09, 1.7355810000e-04, 4.4656080000e-05, -7.4932707137e+01, 1.9101391019e+01, -2.0000000000e+01
8.4543000000e+09, 1.5015150000e-04, -8.0933340000e-05, -7.5361715111e+01, 1.8355188538e+01, -2.0000000000e+01
8.4544000000e+09, 1.3742030000e-04, -1.0417690000e-04, -7.5267004324e+01, 1.8200897542e+01, -2.0000000000e+01
8.4545000000e+09, 1.1067700000e-04, 1.2976120000e-04, -7.5362955842e+01, 1.9714160608e+01, -2.0000000000e+01
8.4546000000e+09, 7.5493390000e-05, -1.4620450000e-04, -7.5674314103e+01, 1.7755405246e+01, -2.0000000000e+01
8.4547000000e+09, 1.4385100000e-04, -7.4622220000e-05, -7.5806790507e+01, 1.8371023738e+01, -2.0000000000e+01
8.4548000000e+09, 1.4227340000e-04, -6.5310120000e-05, -7.6107075079e+01, 1.8419204362e+01, -2.0000000000e+01
8.4549000000e+09, -3.0431650000e-05, 1.5268380000e-04, -7.6154955482e+01, 2.0617085782e+01, -2.0000000000e+01
8.4550000000e+09, -1.4750340000e-04, 3.6703520000e-05, -7.6363052791e+01, 2.1747269802e+01, -2.0000000000e+01
8.4551000000e+09, 1.4808990000e-04, -3.5955160000e-05, -7.6340743468e+01, 1.8611371933e+01, -2.0000000000e+01
8.4552000000e+09, 1.2717140000e-04, 7.8549910000e-05, -7.6508652528e+01, 1.9402866576e+01, -2.0000000000e+01
8.4553000000e+09, 1.4239340000e-04, -3.7581770000e-05, -7.6637750928e+01, 1.8591511034e+01, -2.0000000000e+01
8.4554000000e+09, 9.5790080000e-05, 1.0903940000e-04, -7.6764317293e+01, 1.9699548729e+01, -2.0000000000e+01
8.4555000000e+09, 1.3379390000e-04, 5.0810110000e-05, -7.6886175675e+01, 1.9212496716e+01, -2.0000000000e+01
8.4556000000e+09, 9.0146170000e-05, -1.0610280000e-04, -7.7125535488e+01, 1.7983028131e+01, -2.0000000000e+01
8.4557000000e+09, 1.3332580000e-04, 3.5284330000e-05, -7.7207722966e+01, 1.9108272186e+01, -2.0000000000e+01
8.4558000000e+09, 2.3477310000e-05, -1.3528370000e-04, -7.7246226752e+01, 1.7450589563e+01, -2.0000000000e+01
8.4559000000e+09, 8.5957650000e-05, -1.0012730000e-04, -7.7590966267e+01, 1.7988158283e+01, -2.0000000000e+01
8.4560000000e+09, 5.8730780000e-05, 1.2020380000e-04, -7.7471892346e+01, 1.9965871511e+01, -2.0000000000e+01
8.4561000000e+09, 8.0295710000e-05, -1.0829070000e-04, -7.7405428630e+01, 1.7916787484e+01, -2.0000000000e+01
8.4562000000e+09, -5.3145710000e-06, 1.3115340000e-04, -7.7637283591e+01, 2.0460851885e+01, -2.0000000000e+01
8.4563000000e+09, 1.0102380000e-04, 7.9824650000e-05, -7.7804735517e+01, 1.9518266073e+01, -2.0000000000e+01
8.4564000000e+09, 4.3489170000e-05, -1.2110730000e-04, -7.7809846199e+01, 1.7623514830e+01, -2.0000000000e+01
8.4565000000e+09, -7.0015150000e-06, 1.2879800000e-04, -7.7789002892e+01, 2.0474659230e+01, -2.0000000000e+01
8.4566000000e+09, 3.9390380000e-05, -1.1871970000e-04, -7.8055975289e+01, 1.7599123320e+01, -2.0000000000e+01
8.4567000000e+09, 1.2394220000e-04, 4.5572780000e-06, -7.8129748345e+01, 1.8886308746e+01, -2.0000000000e+01
8.4568000000e+09, -8.8155070000e-05, 8.7995340000e-05, -7.8092623218e+01, 2.1206657193e+01, -2.0000000000e+01
8.4569000000e+09, 1.1239650000e-04, 5.4013460000e-05, -7.8082576791e+01, 1.9297532365e+01, -2.0000000000e+01
8.4570000000e+09, 9.0158990000e-05, 8.1746930000e-05, -7.8294096351e+01, 1.9586058996e+01, -2.0000000000e+01
8.4571000000e+09, 1.0645080000e-04, -5.4518450000e-05, -7.8445414598e+01, 1.8376238060e+01, -2.0000000000e+01
8.4572000000e+09, -1.0411490000e-04, 6.0671700000e-05, -7.8380044441e+01, 2.1463518490e+01, -2.0000000000e+01
8.4573000000e+09, -3.7703150000e-05, 1.1118600000e-04, -7.8606293320e+01, 2.0747283611e+01, -2.0000000000e+01
8.4574000000e+09, 1.1182020000e-04, -3.7061590000e-05, -7.8576944415e+01, 1.8529511116e+01, -2.0000000000e+01
8.4575000000e+09, 8.6530090000e-05, 8.1780890000e-05, -7.8484594555e+01, 1.9606744754e+01, -2.0000000000e+01
8.4576000000e+09, 1.1632980000e-04, 9.4680710000e-06, -7.8657506201e+01, 1.8930766817e+01, -2.0000000000e+01
8.4577000000e+09, 9.7343700000e-05, -6.2088380000e-05, -7.8751449971e+01, 1.8281786263e+01, -2.0000000000e+01
8.4578000000e+09, 6.3156530000e-05, -9.5982640000e-05, -7.8793795339e+01, 1.7860737832e+01, -2.0000000000e+01
8.4579000000e+09, -1.1275960000e-04, -1.8924690000e-05, -7.8836290149e+01, 1.5874245748e+01, -2.0000000000e+01
8.4580000000e+09, 9.9442540000e-05, 5.3695810000e-05, -7.8937390916e+01, 1.3061479262e+01, -2.0000000000e+01
8.4581000000e+09, -2.4427580000e-05, -1.0921730000e-04, -7.9022179214e+01, 1.0775535305e+01, -2.0000000000e+01
8.4582000000e+09, 1.1041500000e-04, 6.0030630000e-06, -7.9126620092e+01, 1.2620685324e+01, -2.0000000000e+01
8.4583000000e+09, 1.0056890000e-04, -4.4607840000e-05, -7.9170724112e+01, 1.2148889249e+01, -2.0000000000e+01
8.4584000000e+09, 4.2787840000e-05, -1.0375840000e-04, -7.8997464950e+01, 1.1386706908e+01, -2.0000000000e+01
8.4585000000e+09, 1.0720620000e-04, 2.7657710000e-05, -7.9115761938e+01, 1.2818851374e+01, -2.0000000000e+01
8.4586000000e+09, -6.2048410000e-05, 9.0034960000e-05, -7.9224032253e+01, 1.4740580004e+01, -2.0000000000e+01
8.4587000000e+09, -1.5342910000e-05, -1.0949220000e-04, -7.9127885507e+01, 1.7139538232e+01, -2.0000000000e+01
