#Frequency (Hz), B_1re (), B_1im (), B_1dB (dB), B_1Ph (rad), Power (dBm)
8.4508000000e+09, -3.1349140000e-04, 1.7132220000e-04, -6.8940535120e+01, 2.7774183870e+01, -2.0000000000e+01
8.4509000000e+09, -3.2238380000e-04, 1.4856030000e-04, -6.8996243632e+01, 2.7842520103e+01, -2.0000000000e+01
8.4510000000e+09, -3.2310780000e-04, 1.4445640000e-04, -6.9021657435e+01, 2.7853907362e+01, -2.0000000000e+01
8.4511000000e+09, -3.0617090000e-04, 1.7720070000e-04, -6.9026013920e+01, 2.7749675445e+01, -2.0000000000e+01
8.4512000000e+09, -2.6579180000e-04, 2.2913150000e-04, -6.9095778379e+01, 2.7562873380e+01, -2.0000000000e+01
8.4513000000e+09, -1.9318960000e-04, 2.8937070000e-04, -6.9170078558e+01, 2.7292199709e+01, -2.0000000000e+01
8.4514000000e+09, -2.0314210000e-04, 2.7962220000e-04, -6.9227946220e+01, 2.7331820226e+01, -2.0000000000e+01
8.4515000000e+09, -2.8044530000e-04, 1.8869760000e-04, -6.9421196519e+01, 2.7682062767e+01, -2.0000000000e+01
8.4516000000e+09, -2.2007830000e-04, 2.4655260000e-04, -6.9616873197e+01, 2.7432261484e+01, -2.0000000000e+01
8.4517000000e+09, -2.1039350000e-04, 2.5077680000e-04, -6.9699898766e+01, 2.7401591515e+01, -2.0000000000e+01
8.4518000000e+09, -1.6921240000e-04, 2.6874560000e-04, -6.9962938084e+01, 2.7265465000e+01, -2.0000000000e+01
8.4519000000e+09, -1.6043390000e-04, 2.6164840000e-04, -7.0259540695e+01, 2.7253581726e+01, -2.0000000000e+01
8.4520000000e+09, 2.6018780000e-05, 3.0125440000e-04, -7.0389056257e+01, 2.6617383220e+01, -2.0000000000e+01
8.4521000000e+09, -5.8499780000e-05, 2.8439310000e-04, -7.0741638756e+01, 2.6906408231e+01, -2.0000000000e+01
8.4522000000e+09, -1.3616410000e-05, 2.8092110000e-04, -7.1018121457e+01, 2.6751970235e+01, -2.0000000000e+01
8.4523000000e+09, 7.3545030000e-05, 2.5882310000e-04, -7.1402718202e+01, 2.6426683125e+01, -2.0000000000e+01
8.4524000000e+09, 3.1847390000e-05, 2.6343960000e-04, -7.1523367956e+01, 2.6583230695e+01, -2.0000000000e+01
8.4525000000e+09, 1.2075100000e-04, 2.2154310000e-04, -7.1961187042e+01, 2.6204506382e+01, -2.0000000000e+01
8.4526000000e+09, 1.9914670000e-04, 1.4022550000e-04, -7.2267798304e+01, 2.5746234752e+01, -2.0000000000e+01
8.4527000000e+09, 8.6094220000e-06, 2.3456180000e-04, -7.2589007390e+01, 2.6666849745e+01, -2.0000000000e+01
8.4528000000e+09, 1.3611890000e-04, 1.8300870000e-04, -7.2838251505e+01, 2.6064026722e+01, -2.0000000000e+01
8.4529000000e+09, -1.9736340000e-04, 9.0297620000e-05, -7.3269240319e+01, 2.7845244295e+01, -2.0000000000e+01
8.4530000000e+09, 6.1833240000e-05, 2.0241840000e-04, -7.3487553521e+01, 2.6407067778e+01, -2.0000000000e+01
8.4531000000e+09, 1.6211350000e-04, 1.2450240000e-04, -7.3790145745e+01, 2.5787660181e+01, -2.0000000000e+01
8.4532000000e+09, 3.8263350000e-06, 2.0125790000e-04, -7.3923371748e+01, 2.6684527747e+01, -2.0000000000e+01
8.4533000000e+09, 1.0212240000e-04, 1.6323900000e-04, -7.4309076454e+01, 2.6144506537e+01, -2.0000000000e+01
8.4534000000e+09, 1.1889860000e-04, 1.4918830000e-04, -7.4389698997e+01, 2.6030646905e+01, -2.0000000000e+01
8.4535000000e+09, -1.1402590000e-04, 1.4708270000e-04, -7.4604819678e+01, 2.7363003950e+01, -2.0000000000e+01
8.4536000000e+09, 1.5887290000e-04, 9.9068820000e-05, -7.4552471859e+01, 2.5690313589e+01, -2.0000000000e+01
8.4537000000e+09, 1.8435080000e-04, 3.2817480000e-05, -7.4551607821e+01, 2.5308912231e+01, -2.0000000000e+01
8.4538000000e+09, 1.1975610000e-04, 1.5041370000e-04, -7.4321998361e+01, 2.6031131364e+01, -2.0000000000e+01
8.4539000000e+09, 1.8954690000e-04, 2.3557010000e-05, -7.4379099327e+01, 2.5256387868e+01, -2.0000000000e+01
8.4540000000e+09, 1.7160250000e-04, 8.0024870000e-05, -7.4454939068e+01, 2.5569098959e+01, -2.0000000000e+01
8.4541000000e+09, 1.2531350000e-04, 1.3766210000e-04, -7.4602425302e+01, 2.5965062133e+01, -2.0000000000e+01
8.4542000000e+09, 1.7750750000e-04, 3.8759840000e-05, -7.4813381915e+01, 2.5347722956e+01, -2.0000000000e+01
8.4543000000e+09, 1.5586270000e-04, -9.2508900000e-05, -7.4834503768e+01, 2.4597094031e+01, -2.0000000000e+01
8.4544000000e+09, 1.3305610000e-04, -1.1401570000e-04, -7.5128120358e+01, 2.4424255286e+01, -2.0000000000e+01
8.4545000000e+09, 9.6795050000e-05, 1.4106560000e-04, -7.5335953025e+01, 2.6102153576e+01, -2.0000000000e+01
8.4546000000e+09, 4.9599600000e-05, -1.5959800000e-04, -7.5539035341e+01, 2.3863260506e+01, -2.0000000000e+01
8.4547000000e+09, 1.4334130000e-04, -8.8628050000e-05, -7.5466562830e+01, 2.4578973778e+01, -2.0000000000e+01
8.4548000000e+09, 1.3574430000e-04, -8.8385390000e-05, -7.5810611263e+01, 2.4555581334e+01, -2.0000000000e+01
8.4549000000e+09, -6.1406070000e-05, 1.4954740000e-04, -7.5827753307e+01, 2.7093159248e+01, -2.0000000000e+01
8.4550000000e+09, -1.5606300000e-04, 1.6728370000e-05, -7.6084386483e+01, 2.8167551748e+01, -2.0000000000e+01
8.4551000000e+09, 1.4998670000e-04, -3.4252290000e-05, -7.6258158785e+01, 3.1191407898e+01, -2.0000000000e+01
8.4552000000e+09, 1.3791020000e-04, 6.5961070000e-05, -7.6313396891e+01, 3.1862055795e+01, -2.0000000000e+01
8.4553000000e+09, 1.4044300000e-04, -5.3808640000e-05, -7.6455149643e+01, 3.1050042885e+01, -2.0000000000e+01
8.4554000000e+09, 7.1391300000e-05, 1.2750490000e-04, -7.6705163434e+01, 3.2476302870e+01, -2.0000000000e+01
8.4555000000e+09, 1.3525490000e-04, 4.7711410000e-05, -7.6867600792e+01, 3.1755050745e+01, -2.0000000000e+01
8.4556000000e+09, 9.6707440000e-05, -1.0519150000e-04, -7.6899957208e+01, 3.0588531760e+01, -2.0000000000e+01
8.4557000000e+09, 1.3822700000e-04, 3.2832690000e-05, -7.6949779364e+01, 3.1649132205e+01, -2.0000000000e+01
8.4558000000e+09, 2.0978880000e-05, -1.3635940000e-04, -7.7204699493e+01, 2.9997783197e+01, -2.0000000000e+01
8.4559000000e+09, 8.5631010000e-05, -1.0582190000e-04, -7.7321024472e+01, 3.0525455378e+01, -2.0000000000e+01
8.4560000000e+09, 5.0992600000e-05, 1.2419620000e-04, -7.7441261397e+01, 3.2597128344e+01, -2.0000000000e+01
8.4561000000e+09, 7.6774190000e-05, -1.1124870000e-04, -7.7382483907e+01, 3.0449189833e+01, -2.0000000000e+01
8.4562000000e+09, -1.8384960000e-05, 1.3274540000e-04, -7.7457094347e+01, 3.3124345283e+01, -2.0000000000e+01
8.4563000000e+09, 8.9352650000e-05, 9.4558430000e-05, -7.7714663768e+01, 3.2229623105e+01, -2.0000000000e+01
8.4564000000e+09, 1.7207240000e-05, -1.2606520000e-04, -7.7907927530e+01, 2.9980786657e+01, -2.0000000000e+01
8.4565000000e+09, -1.8359560000e-05, 1.2474780000e-04, -7.7986278129e+01, 2.6849661979e+01, -2.0000000000e+01
8.4566000000e+09, 3.7760680000e-05, -1.2520420000e-04, -7.7669540971e+01, 2.3854862301e+01, -2.0000000000e+01
8.4567000000e+09, 1.2454440000e-04, 2.4790050000e-05, -7.7924772725e+01, 2.5329219200e+01, -2.0000000000e+01
8.4568000000e+09, -8.5950700000e-05, 8.7992790000e-05, -7.8201537834e+01, 2.7477196296e+01, -2.0000000000e+01
8.4569000000e+09, 1.0898920000e-04, 6.3606870000e-05, -7.7979347504e+01, 2.5661019907e+01, -2.0000000000e+01
8.4570000000e+09, 8.4283750000e-05, 9.0511730000e-05, -7.8154186106e+01, 2.5953754424e+01, -2.0000000000e+01
8.4571000000e+09, 1.0622010000e-04, -6.0941950000e-05, -7.8240062969e+01, 2.4611859843e+01, -2.0000000000e+01
8.4572000000e+09, -1.0044350000e-04, 6.9215190000e-05, -7.8274075988e+01, 2.7670963750e+01, -2.0000000000e+01
8.4573000000e+09, -3.8355590000e-05, 1.1333630000e-04, -7.8441701747e+01, 2.7029861631e+01, -2.0000000000e+01
8.4574000000e+09, 1.0518090000e-04, -5.3857870000e-05, -7.8549997426e+01, 2.4659500230e+01, -2.0000000000e+01
8.4575000000e+09, 7.4715140000e-05, 9.3048580000e-05, -7.8464781048e+01, 2.6026988771e+01, -2.0000000000e+01
8.4576000000e+09, 1.1445580000e-04, 1.5296590000e-05, -7.8750357769e+01, 2.5265600212e+01, -2.0000000000e+01
8.4577000000e+09, 9.6243380000e-05, -6.6004810000e-05, -7.8658412870e+01, 2.4531601402e+01, -2.0000000000e+01
8.4578000000e+09, 6.5321290000e-05, -9.5500420000e-05, -7.8733102111e+01, 2.4161844591e+01, -2.0000000000e+01
8.4579000000e+09, -1.1219470000e-04, -1.1242380000e-05, -7.8957163645e+01, 2.2091019400e+01, -2.0000000000e+01
8.4580000000e+09, 8.6326540000e-05, 7.2750980000e-05, -7.8946609576e+01, 1.9549821080e+01, -2.0000000000e+01
8.4581000000e+09, -2.1015730000e-05, -1.0881880000e-04, -7.9106887546e+01, 1.7087982387e+01, -2.0000000000e+01
8.4582000000e+09, 1.0980480000e-04, 2.8867040000e-05, -7.8897336025e+01, 1.9106632961e+01, -2.0000000000e+01
8.4583000000e+09, 1.0534400000e-04, -4.0411100000e-05, -7.8951574269e+01, 1.8483257478e+01, -2.0000000000e+01
8.4584000000e+09, 3.6426510000e-05, -1.0537860000e-04, -7.9054750694e+01, 1.7611574210e+01, -2.0000000000e+01
8.4585000000e+09, 1.0757910000e-04, 3.4189720000e-05, -7.8947555924e+01, 1.9157271083e+01, -2.0000000000e+01
8.4586000000e+09, -6.7160560000e-05, 8.6344330000e-05, -7.9220552064e+01, 2.1081423263e+01, -2.0000000000e+01
8.4587000000e+09, -2.9217290000e-05, -1.0748930000e-04, -7.9063122282e+01, 2.3296541420e+01, -2.0000000000e+01
8.4588000000e+09, 7.1692800000e-05, -8.1211310000e-05, -7.9305119305e+01, 2.4285171794e+01, -2.0000000000e+01
8.4589000000e+09, 9.1564960000e-06, -1.0937760000e-04, -7.9191102459e+01, 2.3645464704e+01, -2.0000000000e+01
8.4590000000e+09, 8.5582820000e-05, 6.6855040000e-05, -7.9283383075e+01, 2.5795896780e+01, -2.0000000000e+01
8.4591000000e+09, 1.0214730000e-04, -3.5263520000e-05, -7.9326468981e+01, 2.4800329088e+01, -2.0000000000e+01
8.4592000000e+09, -8.1316530000e-05, -7.4108330000e-05, -7.9170559213e+01, 2.2730202552e+01, -2.0000000000e+01
8.4593000000e+09, -7.7088710000e-05, -7.7805120000e-05, -7.9209524682e+01, 2.2781171874e+01, -2.0000000000e+01
8.4594000000e+09, -1.0717120000e-04, -2.1124320000e-05, -7.9232902857e+01, 2.2185761997e+01, -2.0000000000e+01
8.4595000000e+09, -2.6406330000e-05, -1.0281480000e-04, -7.9481463258e+01, 2.3310544711e+01, -2.0000000000e+01
8.4596000000e+09, 9.0377920000e-06, -1.0934590000e-04, -7.9194381740e+01, 2.3644410685e+01, -2.0000000000e+01
8.4597000000e+09, -8.5749780000e-05, -6.3381010000e-05, -7.9442327670e+01, 2.2627662355e+01, -2.0000000000e+01
8.4598000000e+09, 8.7231060000e-05, -6.0798110000e-05, -7.9467037718e+01, 2.4524046485e+01, -2.0000000000e+01
8.4599000000e+09, 1.3114860000e-05, -1.0426040000e-04, -7.9569431891e+01, 2.3687077141e+01, -2.0000000000e+01
8.4600000000e+09, -6.1683920000e-05, -8.7064730000e-05, -7.9436603583e+01, 2.2945548012e+01, -2.0000000000e+01

8.4400000000e+09, -8.1040030000e-05, -6.2260020000e-05, -7.9811415969e+01, -2.4865055992e+00, -2.0000000000e+01
8.4401000000e+09, 1.0030270000e-04, -2.3352220000e-05, -7.9744501050e+01, -2.2874264183e-01, -2.0000000000e+01
8.4402000000e+09, 1.3308450000e-05, -1.0128890000e-04, -7.9814427879e+01, -1.4401536827e+00, -2.0000000000e+01
8.4403000000e+09, -9.7497890000e-05, -3.0429920000e-05, -7.9816399741e+01, -2.8390644959e+00, -2.0000000000e+01
8.4404000000e+09, -7.0365200000e-05, 7.4110340000e-05, -7.9811496097e+01, -3.9529073249e+00, -2.0000000000e+01
8.4405000000e+09, 7.9127420000e-05, 6.6287810000e-05, -7.9724374831e+01, -5.5858549371e+00, -2.0000000000e+01
8.4406000000e+09, -1.0235990000e-04, -2.3735830000e-06, -7.9795068319e+01, -3.1184082063e+00, -2.0000000000e+01
8.4407000000e+09, 1.0194370000e-04, 1.0343640000e-05, -7.9788310157e+01, -6.1820671237e+00, -2.0000000000e+01
8.4408000000e+09, 3.2302740000e-05, 9.7399530000e-05, -7.9775660422e+01, -5.0326254898e+00, -2.0000000000e+01
8.4409000000e+09, -8.1607980000e-05, 6.8612130000e-05, -7.9443355421e+01, -3.8406936291e+00, -2.0000000000e+01
8.4410000000e+09, -6.7727890000e-05, -7.9714360000e-05, -7.9609252678e+01, -2.2750768469e+00, -2.0000000000e+01
8.4411000000e+09, -8.7608070000e-05, 5.8502170000e-05, -7.9547678873e+01, -3.7303597335e+00, -2.0000000000e+01
8.4412000000e+09, -1.9126820000e-05, 1.0251130000e-04, -7.9635946214e+01, -4.5279274665e+00, -2.0000000000e+01
8.4413000000e+09, -3.0813100000e-05, -1.0119720000e-04, -7.9511574779e+01, -1.8663633422e+00, -2.0000000000e+01
8.4414000000e+09, -1.0126380000e-04, -2.8707220000e-05, -7.9555205405e+01, -2.8653511154e+00, -2.0000000000e+01
8.4415000000e+09, 1.0774010000e-04, -8.6349620000e-06, -7.9324645182e+01, -7.9975276403e-02, -2.0000000000e+01
8.4416000000e+09, -5.8722190000e-05, 9.1307610000e-05, -7.9286565851e+01, 2.1423231850e+00, -2.0000000000e+01
8.4417000000e+09, -1.0326310000e-04, 3.5492670000e-05, -7.9236145491e+01, 2.8105313984e+00, -2.0000000000e+01
8.4418000000e+09, -6.8551320000e-05, 8.2500900000e-05, -7.9390876344e+01, 2.2641062985e+00, -2.0000000000e+01
8.4419000000e+09, -9.7100600000e-05, -4.8440580000e-05, -7.9290384826e+01, 3.6043358844e+00, -2.0000000000e+01
8.4420000000e+09, 7.8342590000e-05, -7.4167660000e-05, -7.9341066013e+01, 5.5251550591e+00, -2.0000000000e+01
8.4421000000e+09, -5.7619850000e-05, 9.1422860000e-05, -7.9326245954e+01, 8.4163519637e+00, -2.0000000000e+01
8.4422000000e+09, -1.1107150000e-04, 2.9889180000e-07, -7.9087915812e+01, 9.4220869817e+00, -2.0000000000e+01
8.4423000000e+09, -8.2825170000e-05, 7.3128990000e-05, -7.9133605323e+01, 8.7014731415e+00, -2.0000000000e+01
8.4424000000e+09, 2.2437360000e-05, 1.1120730000e-04, -7.8904046250e+01, 7.6548928272e+00, -2.0000000000e+01
8.4425000000e+09, 5.2705110000e-05, 9.7769780000e-05, -7.9087989367e+01, 7.3595658766e+00, -2.0000000000e+01
8.4426000000e+09, -9.9847440000e-05, 4.8408540000e-05, -7.9096397175e+01, 8.9733438445e+00, -2.0000000000e+01
8.4427000000e+09, 5.9975200000e-05, 9.1376950000e-05, -7.9227494389e+01, 7.2731558536e+00, -2.0000000000e+01
8.4428000000e+09, -4.5415390000e-05, 1.0307800000e-04, -7.8966194355e+01, 8.2689847674e+00, -2.0000000000e+01
8.4429000000e+09, -1.1469380000e-04, -6.1479390000e-06, -7.8796740522e+01, 9.4783297732e+00, -2.0000000000e+01
8.4430000000e+09, -1.0894310000e-04, -2.6181260000e-05, -7.9012158895e+01, 9.6606259618e+00, -2.0000000000e+01
8.4431000000e+09, -3.1872110000e-06, 1.1386620000e-04, -7.8868702142e+01, 7.8819651709e+00, -2.0000000000e+01
8.4432000000e+09, -2.7974750000e-05, 1.0892500000e-04, -7.8980041623e+01, 8.1053741879e+00, -2.0000000000e+01
8.4433000000e+09, -1.1024550000e-04, -3.4175470000e-05, -7.8754294942e+01, 9.7253783759e+00, -2.0000000000e+01
8.4434000000e+09, -1.3649230000e-05, 1.1460880000e-04, -7.8754475713e+01, 7.9725174081e+00, -2.0000000000e+01
8.4435000000e+09, 9.2549040000e-05, 6.5861000000e-05, -7.8893094331e+01, 6.9016764129e+00, -2.0000000000e+01
8.4436000000e+09, 9.1984600000e-05, 7.0532470000e-05, -7.8717301354e+01, 6.9373429554e+00, -2.0000000000e+01
8.4437000000e+09, -6.1012750000e-05, 9.7647520000e-05, -7.8775352907e+01, 8.4124561155e+00, -2.0000000000e+01
8.4438000000e+09, -1.1218650000e-04, -2.5829650000e-05, -7.8776864049e+01, 9.6510728417e+00, -2.0000000000e+01
8.4439000000e+09, 1.1559490000e-04, -1.6731760000e-05, -7.8651177303e+01, 1.2422624152e+01, -2.0000000000e+01
8.4440000000e+09, 1.7774800000e-05, 1.1609400000e-04, -7.8603173236e+01, 1.3985239791e+01, -2.0000000000e+01
8.4441000000e+09, 6.8376470000e-05, 9.8819260000e-05, -7.8404151287e+01, 1.3531874499e+01, -2.0000000000e+01
8.4442000000e+09, -1.1601480000e-04, -2.6373130000e-05, -7.8490908686e+01, 1.5931490111e+01, -2.0000000000e+01
8.4443000000e+09, 1.1865730000e-04, 2.0846480000e-05, -7.8382089742e+01, 1.9023467564e+01, -2.0000000000e+01
8.4444000000e+09, 1.2023110000e-04, 1.6495310000e-05, -7.8318676464e+01, 1.8985901398e+01, -2.0000000000e+01
8.4445000000e+09, -9.9887640000e-05, 6.8038890000e-05, -7.8354439902e+01, 2.1393183059e+01, -2.0000000000e+01
8.4446000000e+09, 1.1796020000e-04, -2.6425480000e-05, -7.8352631485e+01, 1.8629174162e+01, -2.0000000000e+01
8.4447000000e+09, 7.2415120000e-05, 9.9426600000e-05, -7.8201726000e+01, 1.9790866476e+01, -2.0000000000e+01
8.4448000000e+09, -2.8781800000e-05, 1.1809190000e-04, -7.8304992933e+01, 2.0659415180e+01, -2.0000000000e+01
8.4449000000e+09, 9.1183040000e-05, 8.2040150000e-05, -7.8226097421e+01, 1.9582222035e+01, -2.0000000000e+01
8.4450000000e+09, 3.9179530000e-05, 1.1766130000e-04, -7.8130657726e+01, 2.0098914599e+01, -2.0000000000e+01
8.4451000000e+09, 1.2077530000e-04, 3.0905400000e-05, -7.8084982135e+01, 1.9100072006e+01, -2.0000000000e+01
8.4452000000e+09, -1.2403710000e-04, 6.3047790000e-06, -7.8117761671e+01, 2.1940362499e+01, -2.0000000000e+01
8.4453000000e+09, 8.9876210000e-05, 8.9917670000e-05, -7.7914801632e+01, 1.9635184682e+01, -2.0000000000e+01
8.4454000000e+09, 1.2446850000e-04, 2.9561120000e-05, -7.7860503598e+01, 1.9082734591e+01, -2.0000000000e+01
8.4455000000e+09, -1.2969200000e-04, 4.7914100000e-06, -7.7735812611e+01, 2.1954220840e+01, -2.0000000000e+01
8.4456000000e+09, 1.1092590000e-04, -7.2785210000e-05, -7.7544320104e+01, 2.4552047335e+01, -2.0000000000e+01
8.4457000000e+09, 7.4190060000e-05, 1.0979590000e-04, -7.7554926860e+01, 2.6109301084e+01, -2.0000000000e+01
8.4458000000e+09, 1.2917010000e-04, -2.6977290000e-05, -7.7591341589e+01, 2.4926849866e+01, -2.0000000000e+01
8.4459000000e+09, 6.5339060000e-05, -1.1514040000e-04, -7.7563046920e+01, 2.4078103989e+01, -2.0000000000e+01
8.4460000000e+09, 1.3042780000e-04, 3.4695350000e-05, -7.7395665727e+01, 2.5392732246e+01, -2.0000000000e+01
8.4461000000e+09, -9.0842690000e-05, -9.9378960000e-05, -7.7416364038e+01, 2.2821392038e+01, -2.0000000000e+01
8.4462000000e+09, 1.3541650000e-04, 2.8967940000e-05, -7.7172245401e+01, 2.5343482351e+01, -2.0000000000e+01
8.4463000000e+09, -1.3865090000e-04, -7.1918820000e-06, -7.7149876958e+01, 2.8326157869e+01, -2.0000000000e+01
8.4464000000e+09, 9.3527490000e-05, -1.0665420000e-04, -7.6963178532e+01, 3.0565048140e+01, -2.0000000000e+01
8.4465000000e+09, 1.2659760000e-04, -6.2614000000e-05, -7.7001122813e+01, 3.0956615695e+01, -2.0000000000e+01
8.4466000000e+09, 7.8451130000e-05, -1.1950740000e-04, -7.6895913882e+01, 3.0426029253e+01, -2.0000000000e+01
8.4467000000e+09, 1.3765210000e-04, -4.7439350000e-05, -7.6736929722e+01, 3.1084041676e+01, -2.0000000000e+01
8.4468000000e+09, 9.0243510000e-05, -1.1739670000e-04, -7.6590430410e+01, 3.0500495862e+01, -2.0000000000e+01
8.4469000000e+09, 1.0830610000e-04, -1.0594700000e-04, -7.6391231171e+01, 3.0641538737e+01, -2.0000000000e+01
8.4470000000e+09, 1.4155600000e-04, -5.5527090000e-05, -7.6359866457e+01, 3.1042108287e+01, -2.0000000000e+01
8.4471000000e+09, 4.8620340000e-05, -1.4920200000e-04, -7.6086206874e+01, 3.0160148091e+01, -2.0000000000e+01
8.4472000000e+09, 5.2483990000e-05, -1.5035760000e-04, -7.5958168942e+01, 3.0180968352e+01, -2.0000000000e+01
8.4473000000e+09, 1.2517460000e-04, -1.0025500000e-04, -7.5897333330e+01, 3.0740624094e+01, -2.0000000000e+01
8.4474000000e+09, -7.4273400000e-05, -1.4256610000e-04, -7.5876800823e+01, 2.9364843605e+01, -2.0000000000e+01
8.4475000000e+09, 1.1541220000e-04, -1.1785950000e-04, -7.5652580888e+01, 3.0620037558e+01, -2.0000000000e+01
8.4476000000e+09, 9.5080620000e-05, 1.3576040000e-04, -7.5611222031e+01, 3.2375757966e+01, -2.0000000000e+01
8.4477000000e+09, 6.7639060000e-05, -1.5672330000e-04, -7.5355516603e+01, 3.0252563198e+01, -2.0000000000e+01
8.4478000000e+09, -4.0064320000e-05, -1.7034950000e-04, -7.5139366390e+01, 2.9614139195e+01, -2.0000000000e+01
8.4479000000e+09, 9.6023820000e-05, 1.4471380000e-04, -7.5205303913e+01, 3.2400885960e+01, -2.0000000000e+01
8.4480000000e+09, -3.3386440000e-05, 1.7571540000e-04, -7.4949782094e+01, 3.3174487632e+01, -2.0000000000e+01
8.4481000000e+09, 1.1323820000e-04, -1.4793870000e-04, -7.4595610405e+01, 3.0498439914e+01, -2.0000000000e+01
8.4482000000e+09, -5.7030120000e-05, -1.7958680000e-04, -7.4497245093e+01, 2.9537639472e+01, -2.0000000000e+01
8.4483000000e+09, 8.4033170000e-06, 1.9168000000e-04, -7.4340124963e+01, 2.6659725267e+01, -2.0000000000e+01
8.4484000000e+09, -2.0499090000e-05, -1.9595910000e-04, -7.4109424377e+01, 2.9740900281e+01, -2.0000000000e+01
8.4485000000e+09, 1.6724390000e-04, -1.1433290000e-04, -7.3867658322e+01, 3.0816272038e+01, -2.0000000000e+01
8.4486000000e+09, -1.2161480000e-04, -1.6449680000e-04, -7.3783112126e+01, 2.9208503242e+01, -2.0000000000e+01
8.4487000000e+09, 7.6592650000e-05, -1.9570370000e-04, -7.3549082717e+01, 3.0218175276e+01, -2.0000000000e+01
8.4488000000e+09, -4.6904360000e-05, -2.1393030000e-04, -7.3190647563e+01, 2.9629294760e+01, -2.0000000000e+01
8.4489000000e+09, 8.0333160000e-05, -2.0958970000e-04, -7.2977309844e+01, 3.0211146962e+01, -2.0000000000e+01
8.4490000000e+09, 1.5226900000e-04, -1.7312840000e-04, -7.2744208180e+01, 3.0566511582e+01, -2.0000000000e+01
8.4491000000e+09, 1.1265690000e-04, -2.1018850000e-04, -7.2451107950e+01, 3.0337146075e+01, -2.0000000000e+01
8.4492000000e+09, -8.8376680000e-05, -2.2983720000e-04, -7.2172724920e+01, 2.9478040684e+01, -2.0000000000e+01
8.4493000000e+09, 2.4194110000e-04, 6.6802870000e-05, -7.2006724154e+01, 3.1685326382e+01, -2.0000000000e+01
8.4494000000e+09, -6.5920260000e-05, -2.4995960000e-04, -7.1750591978e+01, 2.9587277448e+01, -2.0000000000e+01
8.4495000000e+09, -1.8809100000e-04, -1.9025670000e-04, -7.1452335697e+01, 2.9065456083e+01, -2.0000000000e+01
8.4496000000e+09, -5.8103850000e-05, -2.6819990000e-04, -7.1231632473e+01, 2.9631783392e+01, -2.0000000000e+01
8.4497000000e+09, -2.3007370000e-04, -1.6396390000e-04, -7.0978987889e+01, 2.8893504834e+01, -2.0000000000e+01
8.4498000000e+09, -2.6083350000e-04, -1.2841010000e-04, -7.0730237172e+01, 2.8731807994e+01, -2.0000000000e+01
8.4499000000e+09, -2.8499610000e-04, -9.8176370000e-05, -7.0416206875e+01, 2.8606085534e+01, -2.0000000000e+01
8.4500000000e+09, -3.0914800000e-04, 1.1573010000e-05, -7.0190589266e+01, 2.8236916178e+01, -2.0000000000e+01
8.4501000000e+09, -3.0418120000e-04, -1.0131780000e-04, -6.9880428005e+01, 2.8595859751e+01, -2.0000000000e+01
8.4502000000e+09, -3.1143210000e-04, -9.2739410000e-05, -6.9763749435e+01, 2.8563756156e+01, -2.0000000000e+01
8.4503000000e+09, -3.2128090000e-04, -8.7214500000e-05, -6.9553513437e+01, 2.8539404816e+01, -2.0000000000e+01
8.4504000000e+09, -3.3228450000e-04, -7.8931960000e-05, -6.9331404134e+01, 2.8507554680e+01, -2.0000000000e+01
8.4505000000e+09, -3.4239480000e-04, 4.2291490000e-05, -6.9243699496e+01, 2.8151439593e+01, -2.0000000000e+01
8.4506000000e+09, -3.2454670000e-04, -1.2344730000e-04, -6.9187614726e+01, 2.8637802744e+01, -2.0000000000e+01
8.4507000000e+09, -3.5509860000e-04, -5.5080660000e-06, -6.8991976000e+01, 2.8289844009e+01, -2.0000000000e+01
8.4508000000e+09, -3.2019130000e-04, 1.5919870000e-04, -6.8932425611e+01, 2.7812929819e+01, -2.0000000000e+01
8.4509000000e+09, -3.2748840000e-04, 1.3738980000e-04, -6.8992001662e+01, 2.7877109139e+01, -2.0000000000e+01
8.4510000000e+09, -3.3099780000e-04, 1.3338410000e-04, -6.8949981120e+01, 2.7891264804e+01, -2.0000000000e+01
8.4511000000e+09, -3.1128550000e-04, 1.6732350000e-04, -6.9034521096e+01, 2.7781119423e+01, -2.0000000000e+01
8.4512000000e+09, -2.7596290000e-04, 2.1900890000e-04, -6.9061567619e+01, 2.7603497036e+01, -2.0000000000e+01
8.4513000000e+09, -2.0330480000e-04, 2.8059120000e-04, -6.9205862399e+01, 2.7330556440e+01, -2.0000000000e+01
8.4514000000e+09, -2.0937840000e-04, 2.7327910000e-04, -6.9262054958e+01, 2.7357307749e+01, -2.0000000000e+01
8.4515000000e+09, -2.8399500000e-04, 1.8043990000e-04, -6.9461086209e+01, 2.7708317243e+01, -2.0000000000e+01
8.4516000000e+09, -2.2748320000e-04, 2.4139030000e-04, -6.9585367153e+01, 2.7459283747e+01, -2.0000000000e+01
8.4517000000e+09, -2.1740320000e-04, 2.4334510000e-04, -6.9727279235e+01, 2.7432691260e+01, -2.0000000000e+01
8.4518000000e+09, -1.7757890000e-04, 2.6400530000e-04, -6.9946776176e+01, 2.7295659913e+01, -2.0000000000e+01
8.4519000000e+09, -1.6838420000e-04, 2.5520170000e-04, -7.0292759699e+01, 2.7286777018e+01, -2.0000000000e+01
8.4520000000e+09, 1.6135030000e-05, 3.0191430000e-04, -7.0389940157e+01, 2.6650145930e+01, -2.0000000000e+01
